,id,pac,f16_Rating,f16_Crossing,f16_Finishing,f16_Heading,f16_Short_Pass,f16_Volleys,f16_Dribbling,f16_Curve,f16_Freekick_Accuracy,f16_Long_Pass,f16_Ball_Control,f16_Acceleration,f16_Speed,f16_Agility,f16_Reactions,f16_Balance,f16_Shot_Power,f16_Jumping,f16_Stamina,f16_Strength,f16_Long_shots,f16_Aggression,f16_Interceptions,f16_Attacking_Position,f16_Vision,f16_penalties,f16_Marking,f16_Standing_Tackle,f16_Sliding_Tackle,f16_GK_Diving,f16_GK_Handling,f16_GK_Kicking,f16_GK_Positioning,f16_GK_Reflexes,f16_Height,f16_Weight,f16_Age,f16_Att_WR,f16_Def_WR,f17_Rating,f17_Height,f17_Weight,f17_Age,f17_Weak_foot,f17_Skill_Moves,f17_Ball_Control,f17_Dribbling,f17_Marking,f17_Sliding_Tackle,f17_Standing_Tackle,f17_Aggression,f17_Reactions,f17_Attacking_Position,f17_Interceptions,f17_Vision,f17_Composure,f17_Crossing,f17_Short_Pass,f17_Long_Pass,f17_Acceleration,f17_Speed,f17_Stamina,f17_Strength,f17_Balance,f17_Agility,f17_Jumping,f17_Heading,f17_Shot_Power,f17_Finishing,f17_Long_Shots,f17_Curve,f17_Freekick_Accuracy,f17_Penalties,f17_Volleys,f17_GK_Positioning,f17_GK_Diving,f17_GK_Kicking,f17_GK_Handling,f17_GK_Reflexes,f17_Att_WR,f17_Def_WR,f16_Att_WR_indexed,f17_Att_WR_indexed,f16_Def_WR_indexed,f17_Def_WR_indexed,f16_Att_WR_he,f17_Att_WR_he,f16_Def_WR_he,f17_Def_WR_he,pac_pred
158,218659,75,66,67,36,56,59,37,64,61,62,55,61,77,78,72,57,65,34,61,68,63,38,61,63,49,40,51,64,69,68,10,15,8,11,14,182,154,20,medium,medium,68,183,154,21,2,2,61,64,64,68,71,63,57,49,66,40,54,70,64,62,77,78,68,63,65,72,61,56,34,36,38,63,62,51,37,11,10,8,15,14,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",75.10049603174605
159,222492,94,70,63,67,70,70,56,76,80,59,59,74,84,86,78,66,72,73,64,67,58,72,52,34,63,62,53,28,30,27,8,12,9,9,14,182,165,19,medium,medium,80,184,168,21,3,3,83,86,26,35,32,58,79,79,32,68,74,72,75,64,92,91,80,63,82,86,66,72,78,75,77,81,62,63,64,9,8,9,12,14,high,medium,0.0,1.0,0.0,0.0,"(2,[0],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",91.66818181818181
160,213697,66,65,41,36,64,60,43,55,49,36,58,65,55,56,56,67,63,42,59,44,67,40,54,64,39,47,43,68,71,66,14,8,11,8,14,182,159,20,medium,high,72,183,159,21,3,2,65,65,73,72,74,74,67,51,73,60,66,43,74,70,65,68,71,75,63,60,74,72,58,48,43,49,36,43,45,8,14,11,8,14,medium,medium,0.0,0.0,1.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])",64.37379877752349
161,138722,64,72,59,53,61,68,45,73,58,59,66,69,70,69,69,70,68,59,72,83,67,60,68,75,44,51,57,69,77,76,6,11,14,12,15,180,170,28,high,medium,71,180,170,30,3,2,67,70,69,76,77,68,70,44,75,51,61,54,68,66,66,67,81,71,68,69,72,61,59,53,60,58,59,57,45,12,6,14,11,15,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",64.74442493540506
162,180706,56,71,39,24,72,71,30,47,39,39,61,59,65,67,64,59,58,39,70,71,70,36,69,64,27,43,28,76,77,73,8,6,12,9,13,187,161,26,medium,medium,73,188,161,28,3,2,59,47,76,73,77,69,69,27,68,43,75,39,71,61,55,67,71,73,58,64,70,74,56,29,41,39,39,28,30,9,8,12,6,13,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",58.01854682521324
163,190885,76,70,68,43,56,69,40,68,59,66,60,71,78,74,75,70,69,67,53,72,68,64,62,69,54,58,48,71,70,68,8,9,15,9,6,180,179,24,high,medium,72,180,179,25,3,3,72,74,70,70,72,62,72,59,70,64,71,69,69,61,78,76,74,68,69,75,53,56,69,43,68,59,66,48,40,9,8,15,9,6,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",75.77271329365081
164,191076,78,71,66,68,56,67,70,76,78,78,58,75,75,77,72,69,73,84,58,74,72,74,63,49,67,70,57,45,50,49,7,6,14,10,8,177,170,24,high,medium,73,178,170,26,3,3,75,77,45,49,50,63,69,67,49,70,68,74,69,58,80,77,74,72,73,72,58,56,84,68,74,78,78,57,70,10,7,14,6,8,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",75.12036782661782
165,198784,88,79,73,70,34,77,59,86,67,53,73,83,89,89,84,75,88,75,65,75,69,77,66,41,74,71,69,37,48,44,16,9,6,9,9,175,154,22,high,medium,79,175,154,23,4,4,82,85,39,42,46,66,75,74,43,72,68,73,77,73,89,89,75,70,88,84,65,39,77,68,75,67,53,69,59,9,16,6,9,9,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",88.34545454545454
166,180283,65,77,74,73,71,86,55,77,76,77,81,81,64,68,70,67,59,83,70,72,72,73,68,54,75,82,76,55,70,71,14,9,7,9,10,185,165,26,high,medium,78,186,165,28,4,3,81,77,55,71,70,66,67,75,54,82,84,74,86,81,64,68,72,72,59,70,70,71,83,73,73,76,77,76,55,9,14,7,9,10,medium,medium,1.0,0.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",63.789007410645866
167,188879,72,75,56,46,55,74,31,60,36,32,69,70,65,80,60,70,54,73,42,77,92,60,85,74,44,62,54,71,85,70,11,7,13,15,10,190,176,25,medium,high,79,187,181,27,3,2,74,65,77,76,86,85,74,46,80,62,66,58,78,70,66,77,81,93,57,60,62,55,73,46,63,36,32,54,31,15,11,13,7,10,medium,high,0.0,0.0,1.0,1.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",70.24657106363279
168,218359,70,67,47,49,67,73,47,66,37,42,69,71,70,69,67,64,75,69,60,56,64,53,81,67,62,66,51,64,69,62,10,13,16,7,15,177,165,21,medium,medium,74,179,165,22,3,2,75,70,74,72,77,90,70,68,75,69,68,47,77,76,71,69,76,75,75,69,60,67,74,54,62,50,42,51,53,7,10,16,13,15,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",68.96577705933686
169,223747,70,61,56,23,58,62,19,55,42,60,41,52,70,70,76,53,74,33,77,72,61,29,55,53,41,33,46,63,64,60,11,6,8,14,12,177,150,21,medium,medium,70,178,150,22,2,2,67,69,70,70,73,60,62,67,65,55,55,74,67,55,74,73,74,61,74,76,79,58,45,33,32,73,68,46,25,14,11,8,6,12,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",70.4019497228049
170,135507,73,80,68,70,55,82,76,79,70,71,81,78,77,77,79,82,79,83,72,82,73,81,83,84,68,75,61,70,78,75,12,11,5,13,7,175,148,30,medium,high,82,179,148,31,4,3,76,78,73,78,81,87,82,68,86,75,64,68,82,81,77,77,82,73,79,79,72,55,83,70,81,70,71,61,76,13,12,5,11,7,medium,high,0.0,0.0,1.0,1.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",74.00729166666667
171,170815,69,77,72,66,62,80,64,74,70,71,78,78,71,66,74,78,78,74,71,81,66,73,80,81,72,78,69,74,74,71,7,6,14,16,10,175,159,27,medium,medium,78,175,159,28,3,3,78,74,74,71,74,81,78,72,81,80,76,72,80,78,71,66,72,66,78,74,71,62,76,66,75,70,73,69,64,16,7,14,6,10,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",67.80269063744717
172,199189,77,79,63,70,65,84,61,85,54,56,77,83,79,77,70,77,56,78,63,74,76,76,73,45,71,81,65,56,60,52,9,14,12,6,10,187,168,21,medium,medium,81,189,168,23,5,3,86,85,56,52,60,73,77,71,45,81,80,65,84,78,80,80,74,79,59,70,63,65,80,70,79,68,70,65,61,6,9,12,14,10,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",77.489375
173,164859,91,81,78,82,53,77,71,81,72,73,65,80,95,96,83,80,80,76,59,75,59,67,61,31,79,74,73,27,33,36,11,8,9,9,8,175,150,26,high,low,81,176,150,28,3,3,79,81,33,36,39,65,79,81,35,73,78,77,75,65,92,93,75,62,79,83,66,58,76,82,69,76,74,74,72,9,11,9,8,8,medium,medium,1.0,0.0,2.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(2,[],[])","(2,[0],[1.0])",90.09375
174,208135,66,73,68,70,66,75,67,75,41,42,74,75,65,67,60,68,64,75,71,83,75,74,75,71,58,77,45,69,71,65,15,12,12,15,14,182,165,22,high,medium,76,183,165,24,3,2,78,75,69,71,74,75,68,73,72,75,68,68,79,74,65,76,83,80,64,60,71,66,75,70,74,41,42,45,67,15,15,12,12,14,medium,medium,1.0,0.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",68.41307538824023
175,163873,75,75,13,20,12,22,11,11,11,14,32,32,46,44,60,70,58,38,75,20,72,18,28,24,11,42,37,13,20,20,75,74,71,78,76,187,185,33,medium,medium,76,188,190,34,3,1,32,11,13,20,20,28,70,11,24,42,53,13,22,32,46,44,20,72,58,60,75,12,38,20,18,11,14,37,11,78,75,71,74,76,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",75.54510281385282
176,173546,51,73,42,29,77,59,28,44,33,31,59,58,62,59,46,73,50,40,71,75,75,29,67,71,45,50,43,77,77,78,11,8,6,9,14,190,163,26,medium,medium,76,192,163,28,2,2,58,50,77,80,79,73,73,45,74,50,69,45,61,60,55,56,75,76,53,51,74,78,40,29,29,33,31,43,28,9,11,6,8,14,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",52.092704678362566
177,189446,80,66,64,62,43,62,49,68,69,68,60,65,79,79,83,64,60,67,48,76,56,63,31,60,59,63,61,16,27,29,13,8,6,7,6,182,168,25,high,medium,72,183,168,27,3,4,72,72,16,29,27,31,64,63,60,71,64,71,72,65,79,84,76,56,60,79,48,43,69,69,66,70,75,61,49,7,13,6,8,6,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",79.86201884920635
178,199667,68,75,73,27,77,62,25,63,49,58,55,64,69,75,66,71,61,69,78,75,79,59,81,71,49,47,52,75,78,76,9,9,13,10,7,185,176,24,medium,medium,77,186,176,26,3,2,69,63,75,76,78,83,71,49,73,47,46,73,67,55,69,75,75,79,61,66,78,80,69,40,59,49,58,52,25,10,9,13,9,7,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",67.07961537487446
179,203965,77,76,69,73,55,73,74,84,69,66,70,80,79,78,79,74,68,76,56,70,66,68,59,39,74,77,65,30,36,20,13,14,6,14,15,180,179,21,high,low,75,180,157,22,4,3,80,78,30,20,36,60,74,74,39,73,71,65,74,70,77,78,70,65,68,77,56,55,76,72,70,69,66,65,74,14,13,6,14,15,high,low,1.0,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[],[])","(2,[],[])",76.43191964285714
180,179844,75,86,63,90,82,65,81,82,58,59,48,82,79,85,63,85,52,83,60,85,91,69,90,40,89,74,76,28,39,34,11,13,12,8,11,187,187,26,high,medium,86,188,187,28,4,3,83,79,28,34,39,93,85,88,40,74,84,65,67,52,76,78,85,91,52,58,64,82,84,89,72,62,59,76,82,8,11,12,13,11,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",74.76741071428572
181,206534,74,70,58,74,68,65,56,70,67,38,58,73,77,74,67,66,53,67,60,67,63,62,56,54,72,56,69,26,23,18,9,7,11,6,16,185,157,22,high,medium,71,185,157,23,3,2,74,70,26,18,23,56,66,72,54,56,67,58,65,58,77,74,67,63,53,70,60,68,67,74,62,67,38,69,56,6,9,11,7,16,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",73.50393037518037
182,152747,83,78,78,65,27,77,67,83,62,54,53,80,92,89,93,77,92,61,71,75,52,56,56,36,73,75,61,29,33,34,13,6,6,15,10,165,139,28,high,medium,78,165,139,29,3,3,81,84,40,37,37,57,74,71,42,73,80,78,76,54,87,86,81,59,92,93,71,28,64,69,57,63,55,62,68,16,14,7,7,11,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",83.3660597041847
183,169792,77,77,70,79,76,76,74,79,69,29,66,75,81,84,79,77,65,75,81,85,71,74,41,44,80,69,71,16,28,21,12,12,16,14,9,185,154,26,high,low,77,185,176,27,4,3,75,79,16,21,28,41,77,80,44,69,74,70,76,66,79,84,85,71,65,79,81,76,75,79,74,69,29,71,74,14,12,16,12,9,high,medium,1.0,1.0,2.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[],[])","(2,[0],[1.0])",78.35436507936507
184,179592,66,72,71,70,47,71,70,76,69,72,69,74,66,68,78,68,64,68,32,86,70,71,47,59,69,74,74,54,62,58,8,7,13,11,15,185,174,29,high,high,72,186,174,31,4,4,73,75,56,59,63,47,68,69,59,70,70,72,69,68,66,68,88,71,64,78,32,52,68,69,70,69,68,71,68,11,8,13,7,15,high,high,1.0,1.0,1.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",65.33208784418714
185,169596,49,80,33,53,84,63,35,42,34,24,69,54,54,64,62,73,57,44,72,79,88,28,85,82,31,50,48,82,83,80,10,12,7,13,15,190,168,27,medium,high,81,191,168,29,3,2,54,42,82,80,83,86,73,31,81,50,62,33,63,69,54,54,79,88,57,62,72,84,44,53,28,34,24,48,35,13,10,7,12,15,medium,high,0.0,0.0,1.0,1.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",48.78873949579831
186,178567,66,74,64,32,73,74,34,62,67,56,63,70,67,64,65,71,57,51,68,78,76,36,79,76,61,58,65,76,77,81,16,15,8,12,10,182,190,27,medium,medium,76,182,190,28,2,2,73,64,77,81,80,85,71,61,76,62,67,64,75,64,67,69,78,76,57,65,68,73,51,32,36,67,56,65,34,12,16,8,15,10,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",65.26089783749494
187,53612,27,83,38,36,87,71,30,39,39,45,58,65,29,33,29,84,28,71,33,64,88,25,69,88,43,58,42,88,88,86,12,13,5,12,8,198,198,31,medium,medium,82,198,198,32,3,2,65,39,86,84,87,69,83,43,88,58,87,38,67,58,26,28,61,87,28,29,32,86,71,36,25,39,45,42,30,12,12,5,13,8,low,medium,0.0,2.0,0.0,0.0,"(2,[0],[1.0])","(2,[],[])","(2,[0],[1.0])","(2,[0],[1.0])",31.0875
188,194996,62,72,38,81,73,55,75,66,68,46,44,71,58,68,57,75,41,68,58,60,79,63,61,23,77,56,72,14,32,24,6,9,10,9,13,190,181,23,medium,low,78,191,181,24,4,2,80,69,14,24,32,61,78,83,23,65,70,51,66,44,58,67,60,89,41,61,56,77,81,78,73,68,46,72,80,9,6,10,9,13,medium,low,0.0,0.0,2.0,2.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[],[])","(2,[],[])",62.45190636939814
189,135883,65,72,75,25,68,70,26,69,51,61,64,73,73,70,60,65,60,64,50,79,77,62,73,68,58,59,44,73,77,70,12,6,10,8,12,190,196,30,high,medium,74,191,198,32,4,2,73,69,74,75,77,73,67,58,71,62,69,75,73,66,68,70,76,77,60,58,55,68,64,25,62,51,61,44,26,8,12,10,6,12,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",66.00147380234722
190,189682,66,72,67,27,72,67,29,63,38,31,65,65,69,69,66,67,70,60,91,79,78,39,68,72,30,50,36,75,74,76,15,7,12,10,14,180,163,26,medium,medium,74,180,163,27,3,2,65,63,75,75,72,68,68,30,73,50,69,67,61,65,69,69,79,78,73,66,91,72,60,27,39,38,31,36,29,10,15,12,7,14,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",65.9765064273317
191,181291,81,80,65,76,72,79,73,86,76,71,66,84,79,85,82,82,80,77,82,86,64,69,61,65,78,76,74,52,55,42,16,6,14,12,6,175,163,24,high,medium,81,175,163,26,3,3,84,85,59,64,67,64,82,82,70,76,79,67,82,71,79,85,87,70,80,82,82,74,77,76,71,76,70,74,73,12,16,14,6,6,high,high,1.0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])",81.84084821428573
192,54013,69,75,80,67,64,76,70,77,80,75,76,76,76,75,74,76,75,81,44,77,63,75,41,49,73,78,70,44,27,41,10,12,16,16,9,180,143,31,medium,medium,75,180,141,32,3,3,77,76,42,37,26,36,71,70,46,74,68,78,72,73,74,72,75,62,74,71,42,62,74,66,73,80,74,68,70,16,10,16,12,9,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",69.79256472489928
193,192119,85,86,14,14,13,32,12,13,19,11,31,23,46,52,61,81,45,36,68,38,70,17,23,15,13,44,27,11,18,16,84,87,69,86,88,198,194,23,medium,medium,89,199,201,24,3,1,23,13,11,16,18,23,81,13,15,44,52,14,32,31,46,52,38,70,45,61,68,13,36,14,17,19,11,27,12,86,84,69,91,89,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",81.975
194,184469,67,73,62,70,49,75,63,71,64,70,72,73,69,69,76,70,76,76,70,77,74,75,84,71,68,75,68,56,69,57,7,7,11,10,8,177,154,25,high,high,75,178,154,27,5,3,73,72,56,58,70,84,71,68,71,75,71,62,80,75,69,69,77,74,76,76,70,49,76,70,75,64,70,68,63,10,7,11,7,8,high,high,1.0,1.0,1.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",66.85882979804582
195,186392,65,76,73,46,75,77,33,64,43,34,72,70,75,76,66,73,63,70,66,77,78,63,74,77,64,68,40,80,80,78,8,7,7,10,11,187,183,25,high,medium,75,188,183,27,3,2,67,64,77,77,78,74,73,64,77,68,73,73,70,69,68,69,77,78,63,66,66,75,68,46,63,43,34,40,33,10,8,7,7,11,medium,medium,1.0,0.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",66.0958104950063
196,198683,74,78,70,79,73,73,77,80,79,82,65,83,79,84,74,79,57,88,77,75,76,86,70,15,80,74,71,22,26,22,12,11,11,5,5,185,179,23,high,low,80,186,179,25,3,3,84,80,18,20,24,57,75,78,18,72,71,70,74,64,79,79,69,76,56,74,76,73,87,81,89,78,82,72,73,5,12,11,11,5,high,low,1.0,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[],[])","(2,[],[])",74.84136904761904
197,49212,74,77,13,13,11,24,12,14,15,12,23,20,42,43,51,77,57,24,74,36,43,12,21,22,10,70,22,12,12,15,80,72,71,74,82,185,192,36,medium,medium,72,186,192,37,3,1,14,12,12,15,12,21,68,8,17,34,35,13,24,23,42,43,33,43,55,48,74,11,20,13,12,15,12,22,12,69,75,67,70,74,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",74.37183892496392
198,180819,73,80,74,73,67,83,72,85,77,66,74,82,76,70,83,75,76,68,73,83,67,72,46,61,76,83,68,30,52,38,6,15,14,8,11,172,161,27,high,medium,83,172,161,28,5,4,86,85,60,62,68,74,78,77,68,83,80,74,86,78,76,74,89,67,76,83,73,67,72,79,72,77,66,70,72,8,6,14,15,11,high,high,1.0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])",72.7120546416854
199,195086,56,79,59,33,75,70,42,64,26,18,68,67,55,56,49,75,41,63,76,70,81,34,87,73,21,56,52,82,85,86,14,14,13,10,7,187,185,26,high,high,82,188,185,27,4,2,67,64,80,86,85,87,75,21,82,56,75,59,68,66,61,58,70,85,41,54,82,77,63,33,34,26,18,52,42,10,14,13,14,7,high,high,1.0,1.0,1.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",53.761488095238086
200,184037,58,74,73,38,77,73,39,61,60,35,64,66,69,69,59,72,56,66,69,76,79,38,71,68,42,39,58,77,81,80,7,11,8,7,8,190,170,25,medium,medium,73,191,170,26,3,3,66,59,76,78,78,71,72,42,68,39,75,73,68,64,62,63,76,79,56,59,70,77,61,38,38,60,35,58,39,7,7,8,11,8,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",61.493797413202664
201,198719,87,74,72,66,33,70,38,80,69,68,63,76,89,84,90,63,84,71,48,70,43,73,38,22,71,70,60,18,26,30,12,14,16,6,10,172,165,21,high,medium,75,173,165,23,3,4,77,79,18,30,26,38,63,71,22,72,62,71,69,63,89,85,73,45,84,90,48,33,71,67,71,69,65,60,55,6,12,16,14,10,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",86.128125
202,186132,68,72,56,61,56,76,55,69,66,43,74,73,68,68,66,70,74,75,56,79,66,69,68,68,68,72,52,58,66,62,12,6,8,9,12,177,154,25,medium,medium,80,177,154,27,4,3,80,73,70,76,79,74,79,74,76,77,77,64,81,83,68,68,83,74,78,69,56,61,76,61,73,70,69,53,63,9,12,8,6,12,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",66.18281566809559
203,192613,73,76,19,11,16,38,13,15,15,12,36,22,48,42,33,69,22,14,34,31,78,15,40,27,12,16,21,14,19,17,76,77,68,79,78,203,212,28,medium,medium,77,203,212,30,2,1,22,15,14,17,19,40,69,12,27,38,65,19,38,36,48,42,31,78,22,33,34,16,14,11,15,15,12,21,13,79,74,68,77,78,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",73.92433226495726
204,206489,75,65,63,35,61,63,32,67,54,35,51,62,77,72,62,66,64,45,76,67,68,31,70,55,49,47,43,67,66,67,7,14,14,6,11,182,176,23,medium,medium,66,183,176,24,2,2,62,67,67,67,66,70,66,49,55,47,57,65,63,51,77,75,67,68,64,72,76,61,45,35,31,54,35,43,32,6,7,14,14,11,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",72.30008181467579
205,163705,86,83,14,13,13,31,13,11,13,12,28,12,53,43,52,81,36,24,74,31,61,11,37,23,11,14,11,10,12,13,85,78,79,81,84,185,181,30,medium,medium,84,185,181,32,3,1,17,15,10,13,15,37,81,11,23,55,63,14,37,28,53,43,31,61,36,52,74,13,24,13,11,13,12,11,13,80,86,77,80,85,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",80.175
206,169705,79,78,79,35,69,76,43,74,67,52,70,76,79,77,76,76,71,59,71,80,71,54,73,77,62,51,52,79,81,82,11,13,15,10,15,177,187,26,high,medium,80,179,187,27,3,2,76,74,79,82,82,73,76,63,77,51,75,79,76,70,81,79,82,72,71,76,71,69,59,38,54,74,66,52,43,10,11,15,13,15,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",78.01924107142857
207,212125,90,77,68,69,56,75,68,84,79,62,63,83,93,88,86,74,82,65,46,72,53,60,41,46,74,74,70,30,33,36,8,9,15,6,7,175,146,21,medium,medium,76,175,146,23,3,4,82,84,30,36,39,41,73,73,49,73,78,67,71,57,91,92,60,56,82,88,66,58,65,65,60,79,62,70,68,6,8,15,9,7,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",89.9
208,120312,29,77,19,22,81,56,23,17,23,11,73,58,34,31,51,72,54,62,80,66,81,21,82,76,35,43,44,80,81,80,8,6,6,13,15,187,168,31,medium,high,77,188,168,33,3,2,58,17,80,78,80,80,72,35,75,43,72,19,56,73,34,31,66,80,54,50,80,81,62,22,21,23,11,44,23,13,8,6,6,15,medium,high,0.0,0.0,1.0,1.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[1],[1.0])","(2,[1],[1.0])",31.775
209,184200,77,78,83,69,71,79,79,83,79,74,68,83,78,77,76,73,57,73,68,68,83,68,73,46,77,79,76,47,57,30,14,15,10,10,15,193,183,26,medium,medium,82,192,183,27,4,4,85,84,47,30,57,73,73,79,46,80,77,83,79,68,78,78,79,85,57,76,68,72,78,75,71,79,74,78,79,10,14,10,15,15,medium,medium,0.0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",76.28028846153846
210,179944,70,83,68,56,83,78,67,70,70,76,76,79,72,73,74,79,56,74,82,71,77,71,84,80,54,68,75,81,85,84,11,12,10,7,14,187,185,28,high,medium,84,189,185,29,3,3,79,66,80,84,85,84,79,54,82,69,70,68,79,78,72,73,77,77,56,74,82,82,77,56,71,70,76,75,67,7,11,10,12,14,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",69.79403004062931
211,169638,76,71,72,45,61,68,32,69,67,68,64,67,79,78,73,61,71,48,81,79,68,46,51,65,63,62,67,71,73,72,14,16,13,6,7,177,165,29,high,medium,74,178,165,30,3,2,72,71,71,72,76,51,66,69,69,72,60,74,73,68,79,78,79,72,72,73,78,64,68,48,46,67,68,72,32,6,14,13,16,7,high,medium,1.0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(2,[0],[1.0])","(2,[0],[1.0])",76.04784226190478
